Model Year,Manufacturer,Model,Category,Fuel,Seats,Alternative Fuel Economy City,Alternative Fuel Economy Highway,Alternative Fuel Economy Combined,Conventional Fuel Economy City,Conventional Fuel Economy Highway,Conventional Fuel Economy Combined,PHEV Type,Total Range,All-Electric Range,Charging Rate Level 2 (kW),Charging Rate DC Fast (kW),Charging Speed Level 1 (miles per hour of charging),Charging Speed Level 2 (miles per hour of charging),Charging Speed DC Fast (miles per hour of charging),Battery Capacity (kWh),Transmission Type,Transmission Make,Engine Type,Engine Size,Engine Cylinder Count,Number of Passengers,Heavy-Duty Power System,Drivetrain,Notes
,ENC,AXESS EVO-FC 40',Transit Bus,Hydrogen Fuel Cell,,,,,,,,,,,,,,,,,"",BAE,,,,43,BAE Systems Gen 3,,According to Manufacturer: Plug Power 125 kW Progen Fuel Cell Engine
,ENC,E-Z RIDER II 30',Transit Bus,Diesel/Hybrid Electric,,,,,,,,,,,,,,,,,"","Allison, Voith, ZF",,,,31,Cummins ISB6.7|Cummins ISL 9L|BAE Systems HybriDrive®|Allison Transmission hybrid drive,,""
,ENC,E-Z RIDER II 30',Transit Bus,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,,,,,,,,,,"","Allison, Voith, ZF",,,,31,Cummins L9N 8.9L Near Zero,,""
,ENC,E-Z RIDER II 32',Transit Bus,Diesel/Hybrid Electric,,,,,,,,,,,,,,,,,"","Allison, Voith, ZF",,,,33,Cummins ISL 9L|Cummins ISB6.7|Allison Transmission hybrid drive|BAE Systems HybriDrive®,,""
,ENC,E-Z RIDER II 32',Transit Bus,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,,,,,,,,,,,,,"","Allison, Voith, ZF",,,,33,Cummins L9N 8.9L Near Zero,,""
,ENC,E-Z RIDER II 35',Transit Bus,Diesel/Hybrid Electric,,,,,,,,,,,,,,,,,"","Allison, Voith, ZF",,,,41,Cummins ISB6.7|Cummins ISL 9L|BAE Systems HybriDrive®|Allison Transmission hybrid drive,,""
,ENC,E-Z RIDER II 35',Transit Bus,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,,,,,,,,,,"","Allison, Voith, ZF",,,,41,Cummins L9N 8.9L Near Zero,,""
,Envirotech,Cutaway Van,Vocational/Cab Chassis,Electric,,,,,,,,,,,,,,,,,Automatic,"",,,,"",Envirotech 120 kW Synchronous Permanent Magnet,,"According to Manufacturer: 14,110 lbs GVWR; 161 HP, 575 ft-lb torque; 106 kWh battery; 3-4 hr charging (6.6kW) with Level 2 EVSE; 170 miles range"
,Envirotech,Logistics Van,Van,Electric,,,,,,,,,,,,,,,,,Automatic,"",,,,"",Envirotech 120 kW Synchronous Permanent Magnet,,"According to Manufacturer: Available in right-hand drive; 14,110 lbs GVWR; 161 HP, 575 ft-lb torque; NMC-Blended Li-ion 106 kWh battery; 3-4 hr charging (6.6 kW) with Level 2 EVSE; 170 miles range
"
,Envirotech,Urban Truck,Vocational/Cab Chassis,Electric,,,,,,,,,,,,,,,,,Automatic,"",,,,"",Envirotech 120 kW Synchronous Permanent Magnet,,"According to Manufacturer: 14,110 lbs GVWR; 163 HP, 756 ft-lb torque; NMC-Blended Li-ion 106 kWh battery; 3-4 hr charging (6.6 kW) with Level 2 EVSE; 170 miles range"
,Ford,"E350, E450 Cutaway",Vocational/Cab Chassis,CNG - Bi-fuel|Propane - Bi-fuel|Ethanol (E85)|Propane|CNG - Compressed Natural Gas,,,,,,,,,,,,,,,,,"",Ford TorqShift 6-Speed Automatic,,,,"",Ford 7.3L V8,,"Ford offers a “prep package” for this vehicle. An approved qualified vehicle modifier (QVM) can convert the vehicle to run on CNG or propane for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.
"
,Ford,"E350, E450 Stripped Chassis",Vocational/Cab Chassis,CNG - Compressed Natural Gas|Ethanol (E85)|CNG - Bi-fuel|Propane - Bi-fuel|Propane,,,,,,,,,,,,,,,,,"",Ford TorqShift 6-Speed Automatic,,,,"",Ford 7.3L V8,,"Ford offers a “prep package” for this vehicle. An approved qualified vehicle modifier (QVM) can convert the vehicle to run on CNG or propane for delivery through select Ford dealerships, without impacting OEM warranties or service agreements."
,Ford,E-Transit Cargo Van,Van,Electric,,,,,,,,,,159,,,,,,89,Automatic,"",,,,"",Ford 198 kW / 266 HP motor,,According to Manufacturer: 115 kW DC Fast Charge speed
,Ford,E-Transit Cutaway/Chassis Cab,Vocational/Cab Chassis,Electric,,,,,,,,,,159,,,,,,89,Automatic,"",,,,"",Ford 198 kW / 266 HP motor,,According to Manufacturer: 115 kW DC Fast Charge speed
,Ford,F-59 Stripped Chassis,Vocational/Cab Chassis,E85/Hybrid Electric|Propane - Bi-fuel|CNG - Compressed Natural Gas|Propane|CNG - Bi-fuel,,,,,,,,,,,,,,,,,"",Ford TorqShift 6-Speed Automatic,,,,"",Ford 7.3L V8,,"Ford offers a “prep package” for this vehicle. An approved qualified vehicle modifier (QVM) can convert the vehicle to run on CNG or propane for delivery through select Ford dealerships, without impacting OEM warranties or service agreements."
,Ford,"F650, F750 SD Diesel Straight Frame",Vocational/Cab Chassis,Biodiesel (B20),,,,,,,,,,,,,,,,,"",Ford TorqShift HD 6-Speed Automatic with Double Overdrive,,,,"",Ford 6.7L V8,,""
,Ford,"F650, F750 SD Gas Straight Frame",Vocational/Cab Chassis,Propane - Bi-fuel|Propane|CNG - Compressed Natural Gas|Ethanol (E85)|CNG - Bi-fuel,,,,,,,,,,,,,,,,,"",Ford TorqShift HD 6-Speed Automatic with Double Overdrive,,,,"",Ford 7.3L V8,,"Ford offers a “prep package” for this vehicle. An approved qualified vehicle modifier (QVM) can convert the vehicle to run on CNG or propane for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.
"
,Ford,"Super Duty Chassis Cab F350, F450, F550, F600",Vocational/Cab Chassis,Propane|CNG - Compressed Natural Gas|Ethanol (E85)|CNG - Bi-fuel|Propane - Bi-fuel,,,,,,,,,,,,,,,,,"",Ford TorqShift 10-Speed Automatic,,,,"",Ford 7.3L V8,,"Ford offers a “prep package” for this vehicle. An approved qualified vehicle modifier (QVM) can convert the vehicle to run on CNG or propane for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.
"
,Ford,"Super Duty Chassis Cab F350, F450, F550, F600",Vocational/Cab Chassis,Biodiesel (B20),,,,,,,,,,,,,,,,,"",Ford TorqShift 10-Speed Automatic,,,,"",Ford 6.7L V8,,""
,Ford,"Super Duty F250, F350, F450",Pickup,Ethanol (E85)|CNG - Bi-fuel|Propane - Bi-fuel|Propane|CNG - Compressed Natural Gas,,,,,,,,,,,,,,,,,"",Ford TorqShift 10-Speed Automatic,,,,"",Ford 7.3L V8|Ford 6.8L V8,,"Ford offers a “prep package” for this vehicle. An approved qualified vehicle modifier (QVM) can convert the vehicle to run on CNG or propane for delivery through select Ford dealerships, without impacting OEM warranties or service agreements."
,Ford,"Super Duty F250, F350, F450",Pickup,Biodiesel (B20),,,,,,,,,,,,,,,,,"",Ford TorqShift 10-Speed Automatic,,,,"",Ford 6.7L V8,,""
,Ford,Transit Cargo Van,Van,Ethanol (E85),,,,,,,,,,,,,,,,,"",Ford TorqShift 10-Speed Automatic,,,,"",Ford 3.5L V6,,""
,Ford,Transit Cutaway/Chassis Cab,Vocational/Cab Chassis,Ethanol (E85),,,,,,,,,,,,,,,,,"",Ford 10-Speed Automatic Overdrive with SelectShift,,,,"",Ford 3.5L V6,,""
,Ford,Transit Passenger Van XL/XLT,Passenger Van/Shuttle Bus,Ethanol (E85),,,,,,,,,,,,,,,,,"",Ford TorqShift 10-Speed Automatic,,,,"",Ford 3.5L V6,,""
,Freightliner,114SD NG - Class 8,Vocational/Cab Chassis,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,,,,,,,,,,,,,"","Allison, Eaton",,,,"",Cummins ISX12N 11.9L Near Zero|Cummins L9N 8.9L Near Zero,,""
,Freightliner,Cascadia Natural Gas,Tractor,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,,,,,,,,,,"","Allison, Eaton",,,,"",Cummins ISX12N 11.9L Near Zero,,""
,Freightliner,eCascadia,Tractor,Electric,,,,,,,,,,,,,,,,,"",Detroit ePowertrain,,,,"",Detroit Diesel Corp. ePowertrain eAxle,,"According to manufacturer: Available in single [320 HP (240 kW) OR 395 HP (296 kW), up to 230 miles range] or tandem [425 HP (317 kW) OR 470 HP (350 kW), 220 miles range] drive; charging to 80% in about 90 minutes; up to 180 kW with single-port charging or up to 270 kW with dual port charging"
,Freightliner,eM2,Vocational/Cab Chassis,Electric,,,,,,,,,,,,,,,,,"",Detroit ePowertrain,,,,"",Detroit Diesel Corp. ePowertrain eAxle,,According to manufacturer: Available in Class 6 (190 HP) or 7 (255 HP); 194 kWh (Class 6) or 291 kWh (Class 7) battery; up to 250 mile range; charging to 80% in ~60 minutes (Class 6) or ~90 minutes (Class 7)
,Freightliner,M2 112 NG,TractorVocational/Cab Chassis,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,,,,,,,,,,"",Allison,,,,"",Cummins L9N 8.9L Near Zero,,""
,Freightliner Custom Chassis,MT-50e,Vocational/Cab Chassis,Electric,,,,,,,,,,180,,,,,,146,Automatic,"",,,,"",Dana eS9000r eAxle,,According to manufacturer: 237 kW (318 HP) peak power; full charge in 3 hours with DC fast charging
,Gillig,"BRT, BRT Plus, Commuter",Transit Bus,CNG - Compressed Natural Gas,,,,,,,,,,,,,,,,,"","Voith, Allison, ZF",,,,"",Cummins L9N 8.9L Near Zero,,"According to manufacturer: Available in 29', 35', and 40' lengths."
,Gillig,"BRT, BRT Plus, Commuter",Transit Bus,Diesel/Hybrid Electric,,,,,,,,,,,,,,,,,"","Voith, Allison, ZF",,,,"",Cummins ISB6.7|Cummins ISL 9L,,"According to manufacturer: Available in 29', 35', and 40' lengths."
,Gillig,"Low Floor, Low Floor Plus",Transit Bus,Diesel/Hybrid Electric,,,,,,,,,,,,,,,,,"","",,,,"","",,"According to manufacturer: Available in 29', 35', and 40' lengths."
,Gillig,"Low Floor, Low Floor Plus",Transit Bus,CNG - Compressed Natural Gas,,,,,,,,,,,,,,,,,"","",,,,"",Cummins L9N 8.9L Near Zero,,"According to manufacturer: Available in 29', 35', and 40' lengths."
,Gillig,Low Floor Plus,Transit Bus,Electric,,,,,,,,,,,,,,,,,"","",,,,"",Cummins PowerDrive 7000 EV,,"According to manufacturer: Available in 29', 35', and 40' lengths. 444 kWh battery and estimated 150 miles range."
,Gillig,Trolley,Transit Bus,CNG - Compressed Natural Gas,,,,,,,,,,,,,,,,,"","Voith, Allison, ZF",,,,"",Cummins L9N 8.9L Near Zero,,"According to manufacturer: Available in 29', 35', and 40' lengths."
,Global,M3EV - Class 7,Street Sweeper,Electric,,,,,,,,,,,,,,,,210,"",Global,,,,"",US Hybrid 160 kW electric motor,,According to manufacturer: Available with 160-kW electric motor; up to 11 hr operation per charge; J1772 Level 2 charging replenishes battery in 9-11 hr
,Global,M4EV - Class 7,Street Sweeper,Electric,,,,,,,,,,,,,,,,,"",Global,,,,"",US Hybrid 160 kW electric motor,,According to manufacturer: Available with 160-kW electric motor; 210 kWh battery for up to 10 hours operation per charge; J1772 Level II charging  will replenish the battery in 9-11 hours.
,Global,M4 Hybrid,Street Sweeper,Diesel/Hybrid Electric,,,,,,,,,,,,,,,,,"",Global,,,,"",Cummins ISB6.7,,
,Global,M4/M4HSD CNG,Street Sweeper,CNG - Compressed Natural Gas,,,,,,,,,,,,,,,,,"",Global,,,,"",Cummins B6.7N Near Zero,,""
,Global,M4/M4HSD Hydrogen Fuel Cell - Class 7,Street Sweeper,Hydrogen Fuel Cell,,,,,,,,,,,,,,,,,"",Global,,,,"","",,""
,GM BrightDrop,Zevo 400,Van,Electric,,,,,,,,,,159 - 272,,,,,,,"","",,,,"",GM BrightDrop Electric motor (AWD),,"According to manufacturer: Up to 11,000 lb GVWR; charging  at up to 160 miles of range per hour; 412 ft2 cargo space"
,GM BrightDrop,Zevo 600,Van,Electric,,,,,,,,,,164 - 272,,,,,,,"","",,,,"",GM BrightDrop Electric motor (AWD),,"According to manufacturer: Up to 11,000 lb GVWR; charging  at up to 160 miles of range per hour; 615 ft2 cargo space"
,GMC,Savana 2500/3500,Van,Ethanol (E85),,,,,,,,,,,,,,,,,"",GM 8 Speed Automatic,,,,"",GMC 6.6L V8,,""
,GMC,Savana 2500/3500,Passenger Van/Shuttle Bus,Ethanol (E85),,,,,,,,,,,,,,,,,"",GM 8 Speed Automatic,,,,"",GMC 6.6L V8,,""
,GMC,Savana 2500/3500 Cutaway,Vocational/Cab Chassis,Ethanol (E85),,,,,,,,,,,,,,,,,"",GM 8 Speed Automatic,,,,"",GMC 6.6L V8,,""
,GMC,Sierra 2500/3500 HD,Pickup,Biodiesel (B20),,,,,,,,,,,,,,,,,"",Allison,,,,"",GMC 6.6L V8,,""
,GMC,Sierra 3500 HD Cab Chassis,Vocational/Cab Chassis,Biodiesel (B20),,,,,,,,,,,,,,,,,"",Allison,,,,"",GMC 6.6L V8,,""
,GreenPower Motor Company,AV Star,Passenger Van/Shuttle Bus,Electric,,,,,,,,,,,,,,,,,"","",,,,21,Dana TM4 160 kW|Dana TM4 150 kW,,"According to manufacturer: ADA wheelchair lift; 118 kWh battery; up to 150 miles range; charging rate 8 hours (11 kW) at level 2, 2 hours (61 kW) at DCFC, or 2.5 hours (55 kW) wireless"
,GreenPower Motor Company,BEAST/Mega BEAST,School Bus,Electric,,,,,,,,,,,,,,,,,Automatic,"",,,,90,Dana TM4 350 kW,,"According to manufacturer: 42,990 GVWR; 194 or 387 kWh battery;  up to 300 miles range"
,GreenPower Motor Company,EV250,Transit Bus,Electric,,,,,,,,,,,,,,,,,"","",,,,21 + 2 wheelchair,Prestolite 160 kW electric motor,,According to manufacturer: Up to 260 kWh battery;  up to 163 miles range; charging rate 2.25 hours (120 kW) with DCFC or wireless
,GreenPower Motor Company,EV350,Transit Bus,Electric,,,,,,,,,,,,,,,,,"","",,,,40 + 2 wheelchair,Prestolite 350 kW electric motor,,According to manufacturer: Up to 400 kWh battery;  up to 212 miles range; charging rate 2.75 hours (148 kW) with DCFC or wireless
,GreenPower Motor Company,EV500/EV550,Transit Bus,Electric,,,,,,,,,,,,,,,,,"","",,,,Up to 99,Siemens electric motor,,According to manufacturer: Up to 600 kWh battery;  175+ miles range
,GreenPower Motor Company,EV Star,Passenger Van/Shuttle Bus,Electric,,,,,,,,,,,,,,,,,"","",,,,20,Dana TM4 160 kW|Dana TM4 150 kW,,"According to manufacturer: 118 kWh battery; up to 150 miles range; charging rate 11 hours (11 kW) at level 2, 2 hours (61 kW) at DCFC, or 2 hours (60 kW) wireless"
,GreenPower Motor Company,EV Star+,Passenger Van/Shuttle Bus,Electric,,,,,,,,,,,,,,,,,"","",,,,24,Dana TM4 150 kW|Dana TM4 160 kW,,"According to manufacturer: 118 kWh battery; up to 150 miles range; charging rate 8 hours (11 kW) at level 2, 2 hours (61 kW) at DCFC, or 2.5 hours (55 kW) wireless"
,GreenPower Motor Company,EV Star Cab & Chassis,Vocational/Cab Chassis,Electric,,,,,,,,,,,,,,,,,"","",,,,"",Dana TM4 150 kW|Dana TM4 160 kW,,"According to manufacturer: GVWR 14,330 lbs; available in right-hand drive configuration; 118 kWh battery; up to 150 miles range; charging rate 8 hours (11 kW) at level 2, 2 hours (61 kW) at DCFC, or 2 hours (60 kW) wireless"
,GreenPower Motor Company,EV Star Cargo,Van,Electric,,,,,,,,,,,,,,,,,"","",,,,"",Dana TM4 160 kW|Dana TM4 150 kW,,"According to manufacturer: GVWR 14,330 lbs; available in 22' and 25' lengths; 118 kWh battery; up to 150 miles range; charging rate 8 hours (11 kW) at level 2, 2 hours (61 kW) at DCFC, or 2.5 hours (55 kW) wireless"
,GreenPower Motor Company,EV Star Cargo+,Vocational/Cab ChassisVan,Electric,,,,,,,,,,,,,,,,,"","",,,,"",Dana TM4 160 kW|Dana TM4 150 kW,,"Box van based on chassis/cab. According to manufacturer: GVWR 14,330 lbs; 118 kWh battery; up to 150 miles range; charging rate 8 hours (11 kW) at level 2, 2 hours (61 kW) at DCFC, or 2.5 hours (55 kW) wireless"
,GreenPower Motor Company,Nano BEAST/Access,School Bus,Electric,,,,,,,,,,140,,,,,,118,Automatic,"",,,,24,Dana TM4 150 kW|Dana TM4 160 kW,,"According to manufacturer: GVWR 14,330 lbs; charging rate 8 hours (19.2 kW) at level 2, 2 hours (60 kW) at DC Fast Charge, or 2 hours (60 kW) wireless. Access model seats up to 18 ambulatory passengers or 3+ wheelchair securements"
,Heil Environmental,"Front Loader: Half/Pack (including Automated), Half/Pack Sierra, Half/Pack LowRider (including Automated)",Refuse,CNG - Compressed Natural Gas,,,,,,,,,,,,,,,,,"","",,,,"",Cummins L9N 8.9L Near Zero,,Half/Pack models available with CNrG tailgate fuel-delivery system.
,Heil Environmental,"Rear Loader: PT1100, PowerTrak Commercial, DuraPack 5000, DuraPack 4060 Split Body, PT1000",Refuse,CNG - Compressed Natural Gas,,,,,,,,,,,,,,,,,"","",,,,"",Cummins L9N 8.9L Near Zero,,""
,Heil Environmental,"Rear Loader: PT1100, PowerTrak Commercial, DuraPack 5000, DuraPack 4060 Split Body, PT1000",Refuse,Electric,,,,,,,,,,,,,,,,,"","",,,,"","",,""
,Heil Environmental,"Side Loader: DuraPack Python, DuraPack Rapid Rail, Liberty, Rapid Rail",Refuse,Electric,,,,,,,,,,,,,,,,,"","",,,,"","",,""
,Heil Environmental,"Side Loader: DuraPack Python, DuraPack Rapid Rail, Liberty, Rapid Rail",Refuse,CNG - Compressed Natural Gas,,,,,,,,,,,,,,,,,"","",,,,"",Cummins L9N 8.9L Near Zero,,""
,Heil Environmental,Side Loader: RevAMP fully electric,Refuse,Electric,,,,,,,,,,,,,,,,,"","",,,,"","",,Body can be run with its own independent battery or integrated to operate from chassis battery. Can be mounted on all industry leading OEM electric chassis.
,Hino,L6 Conventional,Vocational/Cab Chassis,Biodiesel (B20),,,,,,,,,,,,,,,,,"",Allison,,,,"",Cummins ISB6.7,,"According to manufacturer: 23,000-25,900 GVWR; available in Day Cab, Extended Cab, or Crew Cab"
,Hino,L7 Conventional,Vocational/Cab Chassis,Biodiesel (B20),,,,,,,,,,,,,,,,,"",Allison,,,,"",Cummins ISB6.7,,"According to manufacturer: 33,000 GVWR; available in Day Cab, Extended Cab, or Crew Cab"
,Hino,XL7 Conventional,TractorVocational/Cab Chassis,Biodiesel (B20),,,,,,,,,,,,,,,,,"",Allison,,,,"",Cummins ISL 9L,,"According to manufacturer: 33,000 GVWR; available in Day Cab, Extended Cab, or Crew Cab
"
,Hino,XL8 Conventional,TractorVocational/Cab Chassis,Biodiesel (B20),,,,,,,,,,,,,,,,,"",Allison,,,,"",Cummins ISL 9L,,"According to manufacturer: 34,200-66,000 GVWR; available in Day Cab, Extended Cab, or Crew Cab"
,Hometown Manufacturing,Carriage ,Passenger Van/Shuttle Bus,Propane|CNG - Compressed Natural Gas,,,,,,,,,,,,,,,,,"",MYD 6-speed automatic,,,,22,Ford 7.3L V8,,According to manufacturer: 21' and 24' floor plans available
,Hometown Manufacturing,Commuter,Transit Bus,Electric,,,,,,,,,,,,,,,,,Automatic,"",,,,42,"",,"According to manufacturer: 30', 35', or 40' floor plans available; 120-200 miles range; 2-hour fast charge, 8-hour slow charge"
,Hometown Manufacturing,Commuter,Transit Bus,CNG - Compressed Natural Gas,,,,,,,,,,,,,,,,,"",Allison B400/B400R,,,,42,Cummins L9N 8.9L Near Zero,,"According to manufacturer: 30', 35', or 40' floor plans available"
,Hometown Manufacturing,Low-Floor Urban,Transit Bus,Electric,,,,,,,,,,,,,,,,,"","",,,,40,"",,"According to manufacturer: 30', 35', or 40' floor plans available; 120-200 miles range; 2-hour fast charge, 8-hour slow charge"
,Hometown Manufacturing,Low-Floor Urban,Transit Bus,CNG - Compressed Natural Gas,,,,,,,,,,,,,,,,,"",Allison B400/B400R,,,,40,Cummins L9N 8.9L Near Zero,,"According to manufacturer: 30', 35', or 40' floor plans available"
,Hometown Manufacturing,Mainstreet,Passenger Van/Shuttle Bus,CNG - Compressed Natural Gas,,,,,,,,,,,,,,,,,"","Allison B300, B400",,,,40,Cummins L9N 8.9L Near Zero,,"According to manufacturer: 30', 35', or 40' floor plans available"
,Hometown Manufacturing,Mainstreet,Passenger Van/Shuttle Bus,Electric,,,,,,,,,,,,,,,,,"","",,,,40,"",,"According to manufacturer: 30', 35', or 40' floor plans available; 120-200 miles range; 2-hour fast charge, 8-hour slow charge"
,Hometown Manufacturing,Streetcar,Passenger Van/Shuttle Bus,Diesel/Hybrid Electric,,,,,,,,,,,,,,,,,"","Allison B300, B400",,,,40,Cummins ISB6.7,,"According to manufacturer: 30', 35', or 40' floor plans available"
,Hometown Manufacturing,Streetcar,Passenger Van/Shuttle Bus,CNG - Compressed Natural Gas,,,,,,,,,,,,,,,,,"","Allison B300, B400",,,,40,Cummins L9N 8.9L Near Zero,,"According to manufacturer: 30', 35', or 40' floor plans available"
,Hometown Manufacturing,Streetcar,Passenger Van/Shuttle Bus,Electric,,,,,,,,,,,,,,,,,"","",,,,40,"",,"According to manufacturer: 220 kW / 295 HP motor;  BMW i3 Lithium-ion 320 kWh battery; 120-200 miles range; 2-hour fast charge, 8-hour slow charge"
,Hometown Manufacturing,View,Transit Bus,Electric,,,,,,,,,,,,,,,,,"","",,,,42,Proterra Electric Drive System|Dana eS9000r eAxle,,"According to manufacturer: 226 kWh lithium-ion battery; 120-200 miles range; 2-hour fast charge, 8-hour slow charge"
,Hometown Manufacturing,View,Transit Bus,Propane|CNG - Compressed Natural Gas,,,,,,,,,,,,,,,,,"",Allison PTS 2200 or Ford 6-speed OD,,,,42,Ford 7.3L V8,,According to manufacturer: 32' and 36' floor plans available
,Hometown Manufacturing,Villager,Passenger Van/Shuttle Bus,Electric,,,,,,,,,,,,,,,,,"","",,,,45,Dana eS9000r eAxle|Proterra Electric Drive System,,"According to manufacturer: 226 kWh lithium-ion battery; 120-200 miles range; 2-hour fast charge, 8-hour slow charge"
,Hometown Manufacturing,Villager,Passenger Van/Shuttle Bus,Propane|CNG - Compressed Natural Gas,,,,,,,,,,,,,,,,,"",Allison PTS 2200 or Ford Torque Shift 6-speed automatic,,,,45,Ford 7.3L V8,,According to manufacturer: 24' to  42' floor plans available
,IC Bus,Electric CE Series,School Bus,Electric,,,,,,,,,,200,,,,,,210 - 315,Automatic,"",,,,78,"International 650 V, Permanent Magnet, 255 kW (342 HP) Electric Motor ",,"According to manufacturer: 31,000 up to 35,000 lbs GVWR; DC fast charging capability"
,International,eMV,Vocational/Cab Chassis,Electric,,,,,,,,,,,,,,,,,Automatic,"",,,,"","International Direct Drive Electric Motor (1,700 ft-lb)",,"According to manufacturer: 25,999 and 33,000 lb GVWR; 210 kWh battery; 608 V operating system; 125 kW/hour DC fast charging capable; 135 miles range"
,Isuzu,"FTR, FVR",Vocational/Cab Chassis,Biodiesel (B20),,,,,,,,,,,,,,,,,"",Allison 2500/2550 RDS,,,,"",Cummins ISB6.7,,"According to manufacturer: Up to 33,000 GVWR; available in Standard Cab only"
,Isuzu,NRR-EV - Class 5,Vocational/Cab Chassis,Electric,,,,,,,,,,41 - 235,,,,,,60 - 180,Automatic,"",,,,"",Isuzu 150 kW (280 lb-ft),,"According to manufacturer: 19,500 GVWR; 132"" to 176"" wheelbase; available with 3-9 20-kWh battery packs; AC charging in 5.5-10 hours, DC charging in 1-2.5 hours"
,Kalmar,TX Electric Terminal Tractor,Tractor,Electric,,,,,,,,,,,,,,,,112 - 224,"","",,,,"",Dana TM4 SUMO MD 235 kW (315 HP),,According to manufacturer: available offroad or DOT; charging capacity up to 150 kW; 112 kWh or 224 kWh battery storage for 12-22 hours of operation and 1-2 hours recharge time
,Kenworth,K270/K370,Vocational/Cab Chassis,Electric,,,,,,,,,,,,,,,,,"","",,,,"",Kenworth HV3500|Kenworth HV2600,,According to manufacturer: Available in Class 6 or Class 7; 141 kW or 282 kW battery pack for 100 or 200 miles range; DC Fast Charging for 1 hr charge time
,Kenworth,T180/T280,Vocational/Cab Chassis,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,,,,,,,,,,"",PACCAR TX-8,,,,"",Cummins L9N 8.9L Near Zero,,"According to manufacturer: Up to 26,000 lb rating"
,Kenworth,T380/T480,Vocational/Cab Chassis,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,,,,,,,,,,,,,"",PACCAR TX-8,,,,"",Cummins L9N 8.9L Near Zero,,"According to manufacturer: Up to 66,000 lb rating"
,Kenworth,T680E,Tractor,Electric,,,,,,,,,,,,,,,,,"","",,,,"",Meritor 14Xe e-axles,,"According to manufacturer: Available in 54,000 lb and 82,000 lb GVWR; 396 kWh battery for 150 miles range; DC Fast Charging via J1772 CCS with 150 kW maximum rate and just over 3 hours charge time"
,Lion Electric,LION5,Vocational/Cab Chassis,Electric,,,,,,,,,,200,,,,,,,Automatic,"",,,,"",Dana TM4 SUMO MD 235 kW (315 HP),,"According to manufacturer: 19,500-26,000 GVWR; 210 kWh battery; recharge in as little as 1.5 hours"
,Lion Electric,LION6,Vocational/Cab Chassis,Electric,,,,,,,,,,218,,,,,,,Automatic,"",,,,"",Dana TM4 SUMO MD 250 kW (335 HP),,"According to manufacturer: 26,000 GVWR; up to 252 kWh battery; recharge in as little as 2 hours"
,Lion Electric,LION8 - Class 8,Vocational/Cab Chassis,Electric,,,,,,,,,,142,,,,,,,Automatic,"",,,,"",Dana TM4 SUMO HD 800 VDC 9-Phase 350 kW (470 HP),,"According to manufacturer: 54,600 GVWR; up  to 252 kWh battery. Also available as a bucket truck with 130 miles range."
,Lion Electric,LION8 - Class 8,Tractor,Electric,,,,,,,,,,250,,,,,,,Automatic,"",,,,"",Meritor 2-Speed e-axle,,"According to manufacturer: Class 8, 82,000 GVWR; 400 or 500 kW power; up to 630 kWh battery"
,Lion Electric,LIONC,School Bus,Electric,,,,,,,,,,160,,,,,,,Automatic,"",,,,77,Dana TM4 SUMO MD 365 kW (489 HP),,According to manufacturer: Available with up to 210 kWh battery; charging in 1.5 hours
,Lion Electric,LIOND,School Bus,Electric,,,,,,,,,,155,,,,,,,Automatic,"",,,,83,Dana TM4 SUMO MD 250 kW (335 HP)|Dana TM4 SUMO MD 365 kW (489 HP),,According to manufacturer: Available with Level 2 and DC Combo charging up to 50 kW and 2.5 hours recharge time
,Mack,Anthem - Class 8,Vocational/Cab Chassis,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,,,,,,,,,,"",Eaton,,,,"",Cummins ISX12N 11.9L Near Zero,,""
,Mack,Anthem - Class 8,Refuse,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,,,,,,,,,,,,,"",Eaton,,,,"",Cummins ISX12N 11.9L Near Zero,,""
,Mack,Anthem - Class 8,Tractor,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,,,,,,,,,,"",Eaton,,,,"",Cummins ISX12N 11.9L Near Zero,,""
,Mack,Granite,Vocational/Cab Chassis,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,,,,,,,,,,,,,"",Allison,,,,"",Cummins L9N 8.9L Near Zero,,""
,Mack,Granite,Refuse,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,,,,,,,,,,"",Allison,,,,"",Cummins L9N 8.9L Near Zero,,""
,Mack,LR,Vocational/Cab Chassis,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,,,,,,,,,,"",Allison 3000/4500,,,,"",Cummins L9N 8.9L Near Zero,,""
