indicator_id,name,measure,geo_type_name,geo_join_id,data_value,geo_place_name,measure_info,time_period,message,start_date,unique_id
375,Nitrogen dioxide (NO2),Mean,UHF42,307,34.2,Gramercy Park - Murray Hill,ppb,Winter 2019-20,,2019-12-01T00:00:00.000,667202
375,Nitrogen dioxide (NO2),Mean,CD,111,27.7,East Harlem (CD11),ppb,Winter 2011-12,,2011-12-01T00:00:00.000,165926
650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,UHF42,504,11.7,South Beach - Tottenville,"per 100,000 adults",2009-2011,,2009-01-01T00:00:00.000,131548
643,Annual vehicle miles traveled,Million miles,UHF42,403,38.5,Flushing - Clearview,per square mile,2005,,2005-01-01T00:00:00.000,151653
652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,UHF42,502,8.4,Stapleton - St. George,"per 100,000",2015-2017,,2015-01-01T00:00:00.000,629196
643,Annual vehicle miles traveled,Million miles,UHF42,210,44.0,Coney Island - Sheepshead Bay,per square mile,2010,,2010-01-01T00:00:00.000,816868
643,Annual vehicle miles traveled,Million miles,UHF42,304,143.5,Upper West Side,per square mile,2019,,2019-01-01T00:00:00.000,816857
651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,UHF42,205,8.0,Sunset Park,"per 100,000 adults",2017-2019,,2017-01-01T00:00:00.000,827497
647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,UHF42,105,2.1,Crotona -Tremont,Âµg/m3,2011,,2011-01-01T00:00:00.000,315642
365,Fine particles (PM 2.5),Mean,CD,301,10.6,Greenpoint and Williamsburg (CD1),mcg/m3,Annual Average 2015,,2015-01-01T00:00:00.000,334255
643,Annual vehicle miles traveled,Million miles,CD,209,54.8,Parkchester and Soundview (CD9),per square mile,2005,,2005-01-01T00:00:00.000,154580
375,Nitrogen dioxide (NO2),Mean,UHF34,209,17.7,Bensonhurst - Bay Ridge,ppb,Annual Average 2017,,2017-01-01T00:00:00.000,549923
375,Nitrogen dioxide (NO2),Mean,UHF42,210,14.7,Coney Island - Sheepshead Bay,ppb,Annual Average 2021,,2021-01-01T00:00:00.000,740943
651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,UHF42,102,25.9,Northeast Bronx,"per 100,000 adults",2005-2007,,2005-01-01T00:00:00.000,130932
375,Nitrogen dioxide (NO2),Mean,UHF34,103,24.8,Fordham - Bronx Pk,ppb,Annual Average 2009,,2008-12-01T00:00:00.000,172581
386,Ozone (O3),Mean,CD,112,27.8,Washington Heights and Inwood (CD12),ppb,Summer 2019,,2019-06-01T00:00:00.000,651010
645,Annual vehicle miles traveled (trucks),Million miles,CD,108,5.5,Upper East Side (CD8),per square mile,2010,,2010-01-01T00:00:00.000,817239
639,Deaths due to PM2.5,Estimated annual rate (age 30+),UHF42,310,23.0,Lower Manhattan,"per 100,000 adults",2017-2019,,2017-01-01T00:00:00.000,827544
643,Annual vehicle miles traveled,Million miles,CD,108,143.0,Upper East Side (CD8),per square mile,2010,,2010-01-01T00:00:00.000,816800
639,Deaths due to PM2.5,Estimated annual rate (age 30+),UHF42,103,35.0,Fordham - Bronx Pk,"per 100,000 adults",2017-2019,,2017-01-01T00:00:00.000,827569
386,Ozone (O3),Mean,UHF34,102,32.2,Northeast Bronx,ppb,Summer 2022,,2022-06-01T00:00:00.000,827082
386,Ozone (O3),Mean,UHF34,102,35.1,Northeast Bronx,ppb,Summer 2012,,2012-06-01T00:00:00.000,221798
655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),Borough,1,34.1,Bronx,"per 100,000 children",2005-2007,,2005-01-01T00:00:00.000,131166
639,Deaths due to PM2.5,Estimated annual rate (age 30+),UHF42,504,65.0,South Beach - Tottenville,"per 100,000 adults",2005-2007,,2005-01-01T00:00:00.000,130396
365,Fine particles (PM 2.5),Mean,CD,105,16.1,Midtown (CD5),mcg/m3,Annual Average 2009,,2008-12-01T00:00:00.000,170168
365,Fine particles (PM 2.5),Mean,CD,306,13.9,Park Slope and Carroll Gardens (CD6),mcg/m3,Winter 2010-11,,2010-12-01T00:00:00.000,168541
646,Outdoor Air Toxics - Benzene,Annual average concentration,Borough,5,1.6,Staten Island,Âµg/m3,2005,,2005-01-01T00:00:00.000,130732
655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),UHF42,106,35.1,High Bridge - Morrisania,"per 100,000 children",2005-2007,,2005-01-01T00:00:00.000,131128
651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,UHF42,406,19.9,Fresh Meadows,"per 100,000 adults",2005-2007,,2005-01-01T00:00:00.000,130964
646,Outdoor Air Toxics - Benzene,Annual average concentration,UHF42,406,1.7,Fresh Meadows,Âµg/m3,2005,,2005-01-01T00:00:00.000,130718
375,Nitrogen dioxide (NO2),Mean,UHF34,402,12.8,West Queens,ppb,Summer 2022,,2022-06-01T00:00:00.000,825894
651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,UHF42,304,8.0,Upper West Side,"per 100,000 adults",2017-2019,,2017-01-01T00:00:00.000,827507
375,Nitrogen dioxide (NO2),Mean,CD,408,12.5,Hillcrest and Fresh Meadows (CD8),ppb,Summer 2019,,2019-06-01T00:00:00.000,643697
386,Ozone (O3),Mean,UHF34,303,22.8,East Harlem,ppb,Summer 2009,,2009-06-01T00:00:00.000,221891
375,Nitrogen dioxide (NO2),Mean,CD,103,25.6,Lower East Side and Chinatown (CD3),ppb,Winter 2018-19,,2018-12-01T00:00:00.000,643557
661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),UHF42,207,2.0,East Flatbush - Flatbush,"per 100,000 adults",2017-2019,,2017-01-01T00:00:00.000,828074
643,Annual vehicle miles traveled,Million miles,CD,110,71.1,Central Harlem (CD10),per square mile,2010,,2010-01-01T00:00:00.000,816796
386,Ozone (O3),Mean,CD,107,28.1,Upper West Side (CD7),ppb,Summer 2015,,2015-06-01T00:00:00.000,338255
657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),Borough,1,83.7,Bronx,"per 100,000 adults",2012-2014,,2012-01-02T00:00:00.000,518931
655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),UHF42,502,13.1,Stapleton - St. George,"per 100,000 children",2005-2007,,2005-01-01T00:00:00.000,131162
661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),UHF42,305,1.4,Upper East Side,"per 100,000 adults",2005-2007,,2005-01-01T00:00:00.000,131337
651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,Borough,3,9.0,Manhattan,"per 100,000 adults",2017-2019,,2017-01-01T00:00:00.000,827483
375,Nitrogen dioxide (NO2),Mean,CD,501,23.0,St. George and Stapleton (CD1),ppb,Winter 2012-13,,2012-12-01T00:00:00.000,166031
365,Fine particles (PM 2.5),Mean,UHF42,407,7.7,Southwest Queens,mcg/m3,Winter 2016-17,,2016-12-01T00:00:00.000,547472
653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),UHF42,307,42.4,Gramercy Park - Murray Hill,"per 100,000 children",2005-2007,,2005-01-01T00:00:00.000,131051
639,Deaths due to PM2.5,Estimated annual rate (age 30+),UHF42,102,77.3,Northeast Bronx,"per 100,000 adults",2005-2007,,2005-01-01T00:00:00.000,130356
375,Nitrogen dioxide (NO2),Mean,CD,109,31.0,Morningside Heights and Hamilton Heights (CD9),ppb,Annual Average 2009,,2008-12-01T00:00:00.000,167517
375,Nitrogen dioxide (NO2),Mean,CD,102,26.2,Greenwich Village and Soho (CD2),ppb,Summer 2013,,2013-06-01T00:00:00.000,166861
386,Ozone (O3),Mean,CD,414,37.5,Rockaway and Broad Channel (CD14),ppb,Summer 2019,,2019-06-01T00:00:00.000,651054
375,Nitrogen dioxide (NO2),Mean,CD,502,8.8,South Beach and Willowbrook (CD2),ppb,Summer 2015,,2015-06-01T00:00:00.000,336893
375,Nitrogen dioxide (NO2),Mean,CD,205,26.2,Fordham and University Heights (CD5),ppb,Winter 2014-15,,2014-12-01T00:00:00.000,336771
365,Fine particles (PM 2.5),Mean,UHF42,207,9.8,East Flatbush - Flatbush,mcg/m3,Annual Average 2010,,2009-12-01T00:00:00.000,178454
661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),UHF42,211,3.0,Williamsburg - Bushwick,"per 100,000 adults",2017-2019,,2017-01-01T00:00:00.000,828078
653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),UHF42,301,130.2,Washington Heights,"per 100,000 children",2009-2011,,2009-01-01T00:00:00.000,151449
365,Fine particles (PM 2.5),Mean,UHF42,308,10.8,Greenwich Village - SoHo,mcg/m3,Summer 2019,,2019-06-01T00:00:00.000,649739
365,Fine particles (PM 2.5),Mean,UHF42,307,13.9,Gramercy Park - Murray Hill,mcg/m3,Annual Average 2011,,2010-12-01T00:00:00.000,178507
651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,UHF42,409,14.5,Southeast Queens,"per 100,000 adults",2009-2011,,2009-01-01T00:00:00.000,131495
386,Ozone (O3),Mean,UHF34,101,29.0,Kingsbridge - Riverdale,ppb,Summer 2021,,2021-06-01T00:00:00.000,743684
655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),UHF42,406,13.6,Fresh Meadows,"per 100,000 children",2009-2011,,2009-01-01T00:00:00.000,151560
365,Fine particles (PM 2.5),Mean,UHF42,206,7.3,Borough Park,mcg/m3,Annual Average 2017,,2017-01-01T00:00:00.000,547405
375,Nitrogen dioxide (NO2),Mean,UHF42,208,22.9,Canarsie - Flatlands,ppb,Winter 2019-20,,2019-12-01T00:00:00.000,667142
647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,UHF42,203,1.6,Bedford Stuyvesant - Crown Heights,Âµg/m3,2014,,2014-01-01T00:00:00.000,799824
386,Ozone (O3),Mean,UHF42,210,33.3,Coney Island - Sheepshead Bay,ppb,Summer 2019,,2019-06-01T00:00:00.000,650938
647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,UHF42,410,2.0,Rockaways,Âµg/m3,2005,,2005-01-01T00:00:00.000,130770
639,Deaths due to PM2.5,Estimated annual rate (age 30+),Borough,3,33.0,Manhattan,"per 100,000 adults",2017-2019,,2017-01-01T00:00:00.000,827574
651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,UHF42,405,15.7,Ridgewood - Forest Hills,"per 100,000 adults",2009-2011,,2009-01-01T00:00:00.000,131491
639,Deaths due to PM2.5,Estimated annual rate (age 30+),UHF42,405,39.0,Ridgewood - Forest Hills,"per 100,000 adults",2012-2014,,2012-01-02T00:00:00.000,518776
651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,UHF42,106,39.0,High Bridge - Morrisania,"per 100,000 adults",2005-2007,,2005-01-01T00:00:00.000,130936
639,Deaths due to PM2.5,Estimated annual rate (age 30+),UHF42,203,45.5,Bedford Stuyvesant - Crown Heights,"per 100,000 adults",2012-2014,,2012-01-02T00:00:00.000,518753
651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,UHF42,204,13.0,East New York,"per 100,000 adults",2017-2019,,2017-01-01T00:00:00.000,827496
375,Nitrogen dioxide (NO2),Mean,CD,408,13.7,Hillcrest and Fresh Meadows (CD8),ppb,Summer 2014,,2014-06-01T00:00:00.000,213449
644,Annual vehicle miles traveled (cars),Million miles,CD,106,164.7,Stuyvesant Town and Turtle Bay (CD6),per square mile,2010,,2010-01-01T00:00:00.000,817021
647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,UHF42,202,3.2,Downtown - Heights - Slope,Âµg/m3,2005,,2005-01-01T00:00:00.000,130741
659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),UHF42,303,135.2,East Harlem,"per 100,000 adults",2009-2011,,2009-01-01T00:00:00.000,151499
386,Ozone (O3),Mean,CD,101,24.8,Financial District (CD1),ppb,Summer 2019,,2019-06-01T00:00:00.000,650999
659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),UHF42,402,19.0,West Queens,"per 100,000 adults",2017-2019,,2017-01-01T00:00:00.000,827899
386,Ozone (O3),Mean,UHF34,302,28.5,Central Harlem - Morningside Heights,ppb,Summer 2021,,2021-06-01T00:00:00.000,743668
375,Nitrogen dioxide (NO2),Mean,UHF34,207,23.6,East Flatbush - Flatbush,ppb,Annual Average 2011,,2010-12-01T00:00:00.000,172657
365,Fine particles (PM 2.5),Mean,UHF42,208,6.9,Canarsie - Flatlands,mcg/m3,Winter 2019-20,,2019-12-01T00:00:00.000,669795
386,Ozone (O3),Mean,CD,103,28.8,Lower East Side and Chinatown (CD3),ppb,Summer 2012,,2012-06-01T00:00:00.000,216293
386,Ozone (O3),Mean,UHF42,301,27.7,Washington Heights,ppb,Summer 2019,,2019-06-01T00:00:00.000,650940
651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,UHF42,202,19.8,Downtown - Heights - Slope,"per 100,000 adults",2009-2011,,2009-01-01T00:00:00.000,131467
375,Nitrogen dioxide (NO2),Mean,CD,102,29.3,Greenwich Village and Soho (CD2),ppb,Annual Average 2013,,2012-12-01T00:00:00.000,167746
661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),UHF42,408,5.9,Jamaica,"per 100,000 adults",2012-2014,,2012-01-02T00:00:00.000,518683
375,Nitrogen dioxide (NO2),Mean,CD,111,29.8,East Harlem (CD11),ppb,Annual Average 2009,,2008-12-01T00:00:00.000,167519
375,Nitrogen dioxide (NO2),Mean,CD,501,20.7,St. George and Stapleton (CD1),ppb,Annual Average 2009,,2008-12-01T00:00:00.000,167565
643,Annual vehicle miles traveled,Million miles,CD,210,73.9,Throgs Neck and Co-op City (CD10),per square mile,2019,,2019-01-01T00:00:00.000,816771
375,Nitrogen dioxide (NO2),Mean,CD,406,21.9,Rego Park and Forest Hills (CD6),ppb,Winter 2018-19,,2018-12-01T00:00:00.000,643692
652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,Borough,1,5.0,Bronx,"per 100,000",2012-2014,,2012-01-02T00:00:00.000,518691
375,Nitrogen dioxide (NO2),Mean,CD,502,11.5,South Beach and Willowbrook (CD2),ppb,Annual Average 2020,,2020-01-01T00:00:00.000,667861
365,Fine particles (PM 2.5),Mean,UHF42,501,10.8,Port Richmond,mcg/m3,Summer 2009,,2009-06-01T00:00:00.000,177807
643,Annual vehicle miles traveled,Million miles,UHF42,405,70.6,Ridgewood - Forest Hills,per square mile,2010,,2010-01-01T00:00:00.000,816836
645,Annual vehicle miles traveled (trucks),Million miles,UHF42,309,3.4,Union Square - Lower East Side,per square mile,2010,,2010-01-01T00:00:00.000,817191
386,Ozone (O3),Mean,UHF42,104,31.4,Pelham - Throgs Neck,ppb,Summer 2015,,2015-06-01T00:00:00.000,338175
647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,UHF42,504,1.7,South Beach - Tottenville,Âµg/m3,2011,,2011-01-01T00:00:00.000,315679
375,Nitrogen dioxide (NO2),Mean,CD,207,20.9,Kingsbridge Heights and Bedford (CD7),ppb,Annual Average 2015,,2015-01-01T00:00:00.000,336775
647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,UHF42,203,3.0,Bedford Stuyvesant - Crown Heights,Âµg/m3,2005,,2005-01-01T00:00:00.000,130742
647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,UHF42,101,2.2,Kingsbridge - Riverdale,Âµg/m3,2011,,2011-01-01T00:00:00.000,315638
365,Fine particles (PM 2.5),Mean,CD,406,10.7,Rego Park and Forest Hills (CD6),mcg/m3,Summer 2009,,2009-06-01T00:00:00.000,169326
375,Nitrogen dioxide (NO2),Mean,UHF34,409,16.8,Southeast Queens,ppb,Annual Average 2013,,2012-12-01T00:00:00.000,172740
365,Fine particles (PM 2.5),Mean,UHF42,307,13.2,Gramercy Park - Murray Hill,mcg/m3,Annual Average 2014,,2013-12-01T00:00:00.000,212944
386,Ozone (O3),Mean,CD,414,37.5,Rockaway and Broad Channel (CD14),ppb,Summer 2015,,2015-06-01T00:00:00.000,338304
647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Borough,3,4.3,Manhattan,Âµg/m3,2005,,2005-01-01T00:00:00.000,130778
647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,UHF42,310,2.3,Lower Manhattan,Âµg/m3,2011,,2011-01-01T00:00:00.000,315665
644,Annual vehicle miles traveled (cars),Million miles,UHF42,310,102.6,Lower Manhattan,per square mile,2019,,2019-01-01T00:00:00.000,816980
643,Annual vehicle miles traveled,Million miles,CD,402,78.1,Woodside and Sunnyside (CD2),per square mile,2005,,2005-01-01T00:00:00.000,154603
365,Fine particles (PM 2.5),Mean,UHF42,405,8.5,Ridgewood - Forest Hills,mcg/m3,Annual Average 2013,,2012-12-01T00:00:00.000,178599
655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),UHF42,503,10.0,Willowbrook,"per 100,000 children",2009-2011,,2009-01-01T00:00:00.000,151567
651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,UHF42,305,11.1,Upper East Side,"per 100,000 adults",2009-2011,,2009-01-01T00:00:00.000,131481
639,Deaths due to PM2.5,Estimated annual rate (age 30+),UHF42,205,27.0,Sunset Park,"per 100,000 adults",2017-2019,,2017-01-01T00:00:00.000,827560
365,Fine particles (PM 2.5),Mean,CD,408,12.1,Hillcrest and Fresh Meadows (CD8),mcg/m3,Winter 2010-11,,2010-12-01T00:00:00.000,168561
375,Nitrogen dioxide (NO2),Mean,UHF34,209,20.1,Bensonhurst - Bay Ridge,ppb,Winter 2021-22,,2021-12-01T00:00:00.000,825919
645,Annual vehicle miles traveled (trucks),Million miles,UHF42,106,9.0,High Bridge - Morrisania,per square mile,2019,,2019-01-01T00:00:00.000,817150
651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,UHF42,102,16.2,Northeast Bronx,"per 100,000 adults",2009-2011,,2009-01-01T00:00:00.000,131460
375,Nitrogen dioxide (NO2),Mean,CD,211,21.2,Morris Park and Bronxdale (CD11),ppb,Annual Average 2010,,2009-12-01T00:00:00.000,167590
375,Nitrogen dioxide (NO2),Mean,CD,203,23.0,Morrisania and Crotona (CD3),ppb,Winter 2018-19,,2018-12-01T00:00:00.000,643593
375,Nitrogen dioxide (NO2),Mean,CD,305,15.4,East New York and Starrett City (CD5),ppb,Annual Average 2019,,2019-01-01T00:00:00.000,643633
655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),UHF42,402,9.2,West Queens,"per 100,000 children",2009-2011,,2009-01-01T00:00:00.000,151556
386,Ozone (O3),Mean,UHF34,201,32.7,Greenpoint,ppb,Summer 2012,,2012-06-01T00:00:00.000,221816
365,Fine particles (PM 2.5),Mean,UHF42,503,8.8,Willowbrook,mcg/m3,Winter 2014-15,,2014-12-01T00:00:00.000,334074
375,Nitrogen dioxide (NO2),Mean,CD,211,22.5,Morris Park and Bronxdale (CD11),ppb,Winter 2019-20,,2019-12-01T00:00:00.000,667652
386,Ozone (O3),Mean,UHF42,208,34.1,Canarsie - Flatlands,ppb,Summer 2019,,2019-06-01T00:00:00.000,650936
375,Nitrogen dioxide (NO2),Mean,UHF34,209,13.8,Bensonhurst - Bay Ridge,ppb,Summer 2014,,2014-06-01T00:00:00.000,211666
647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Borough,3,1.5,Manhattan,Âµg/m3,2014,,2014-01-01T00:00:00.000,799865
639,Deaths due to PM2.5,Estimated annual rate (age 30+),UHF42,403,54.5,Flushing - Clearview,"per 100,000 adults",2005-2007,,2005-01-01T00:00:00.000,130385
653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),UHF42,310,56.8,Lower Manhattan,"per 100,000 children",2009-2011,,2009-01-01T00:00:00.000,151458
643,Annual vehicle miles traveled,Million miles,CD,501,25.5,St. George and Stapleton (CD1),per square mile,2005,,2005-01-01T00:00:00.000,154616
375,Nitrogen dioxide (NO2),Mean,CD,211,22.9,Morris Park and Bronxdale (CD11),ppb,Winter 2012-13,,2012-12-01T00:00:00.000,165997
651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,UHF42,203,23.9,Bedford Stuyvesant - Crown Heights,"per 100,000 adults",2009-2011,,2009-01-01T00:00:00.000,131468
661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),UHF42,103,7.0,Fordham - Bronx Pk,"per 100,000 adults",2017-2019,,2017-01-01T00:00:00.000,828063
375,Nitrogen dioxide (NO2),Mean,CD,317,15.0,East Flatbush (CD17),ppb,Summer 2014,,2014-06-01T00:00:00.000,213440
651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,UHF42,209,25.8,Bensonhurst - Bay Ridge,"per 100,000 adults",2005-2007,,2005-01-01T00:00:00.000,130946
639,Deaths due to PM2.5,Estimated annual rate (age 30+),UHF42,202,58.9,Downtown - Heights - Slope,"per 100,000 adults",2005-2007,,2005-01-01T00:00:00.000,130363
375,Nitrogen dioxide (NO2),Mean,UHF34,403,29.0,Flushing - Clearview,ppb,Winter 2010-11,,2010-12-01T00:00:00.000,171648
645,Annual vehicle miles traveled (trucks),Million miles,UHF42,403,2.5,Flushing - Clearview,per square mile,2010,,2010-01-01T00:00:00.000,817199
647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Borough,5,1.8,Staten Island,Âµg/m3,2011,,2011-01-01T00:00:00.000,315637
659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),UHF42,405,16.6,Ridgewood - Forest Hills,"per 100,000 adults",2009-2011,,2009-01-01T00:00:00.000,151511
639,Deaths due to PM2.5,Estimated annual rate (age 30+),UHF42,205,28.0,Sunset Park,"per 100,000 adults",2015-2017,,2015-01-01T00:00:00.000,628400
645,Annual vehicle miles traveled (trucks),Million miles,CD,310,4.9,Bay Ridge and Dyker Heights (CD10),per square mile,2019,,2019-01-01T00:00:00.000,817292
365,Fine particles (PM 2.5),Mean,UHF42,407,7.5,Southwest Queens,mcg/m3,Summer 2019,,2019-06-01T00:00:00.000,649766
661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),UHF42,408,4.3,Jamaica,"per 100,000 adults",2015-2017,,2015-01-01T00:00:00.000,629048
386,Ozone (O3),Mean,UHF34,503504,27.1,Southern SI,ppb,Summer 2009,,2009-06-01T00:00:00.000,221981
375,Nitrogen dioxide (NO2),Mean,UHF34,302,13.2,Central Harlem - Morningside Heights,ppb,Summer 2022,,2022-06-01T00:00:00.000,825906
375,Nitrogen dioxide (NO2),Mean,CD,212,18.7,Williamsbridge and Baychester (CD12),ppb,Winter 2018-19,,2018-12-01T00:00:00.000,643620
659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),UHF42,407,33.9,Southwest Queens,"per 100,000 adults",2012-2014,,2012-01-02T00:00:00.000,518586
375,Nitrogen dioxide (NO2),Mean,CD,211,21.8,Morris Park and Bronxdale (CD11),ppb,Annual Average 2011,,2010-12-01T00:00:00.000,167649
645,Annual vehicle miles traveled (trucks),Million miles,UHF42,504,0.7,South Beach - Tottenville,per square mile,2019,,2019-01-01T00:00:00.000,817222
644,Annual vehicle miles traveled (cars),Million miles,UHF42,305,117.0,Upper East Side,per square mile,2010,,2010-01-01T00:00:00.000,816969
386,Ozone (O3),Mean,CD,301,29.8,Greenpoint and Williamsburg (CD1),ppb,Summer 2013,,2013-06-01T00:00:00.000,216426
639,Deaths due to PM2.5,Estimated annual rate (age 30+),Borough,5,70.7,Staten Island,"per 100,000 adults",2005-2007,,2005-01-01T00:00:00.000,130786
365,Fine particles (PM 2.5),Mean,UHF42,207,10.5,East Flatbush - Flatbush,mcg/m3,Annual Average 2009,,2008-12-01T00:00:00.000,178412
375,Nitrogen dioxide (NO2),Mean,CD,317,16.2,East Flatbush (CD17),ppb,Annual Average 2020,,2020-01-01T00:00:00.000,667759
659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),UHF42,301,41.7,Washington Heights,"per 100,000 adults",2009-2011,,2009-01-01T00:00:00.000,151497
643,Annual vehicle miles traveled,Million miles,CD,301,80.2,Greenpoint and Williamsburg (CD1),per square mile,2019,,2019-01-01T00:00:00.000,816765
643,Annual vehicle miles traveled,Million miles,CD,310,84.0,Bay Ridge and Dyker Heights (CD10),per square mile,2019,,2019-01-01T00:00:00.000,816747
646,Outdoor Air Toxics - Benzene,Annual average concentration,UHF42,310,6.3,Lower Manhattan,Âµg/m3,2005,,2005-01-01T00:00:00.000,130712
375,Nitrogen dioxide (NO2),Mean,CD,405,24.1,Ridgewood and Maspeth (CD5),ppb,Annual Average 2009,,2008-12-01T00:00:00.000,167555
655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),UHF42,409,26.2,Southeast Queens,"per 100,000 children",2009-2011,,2009-01-01T00:00:00.000,151563
639,Deaths due to PM2.5,Estimated annual rate (age 30+),UHF42,401,55.3,Long Island City - Astoria,"per 100,000 adults",2005-2007,,2005-01-01T00:00:00.000,130383
365,Fine particles (PM 2.5),Mean,CD,106,15.5,Stuyvesant Town and Turtle Bay (CD6),mcg/m3,Winter 2010-11,,2010-12-01T00:00:00.000,168517
643,Annual vehicle miles traveled,Million miles,CD,202,44.8,Hunts Point and Longwood (CD2),per square mile,2010,,2010-01-01T00:00:00.000,816788
375,Nitrogen dioxide (NO2),Mean,UHF34,403,21.3,Flushing - Clearview,ppb,Winter 2018-19,,2018-12-01T00:00:00.000,643509
375,Nitrogen dioxide (NO2),Mean,CD,207,16.2,Kingsbridge Heights and Bedford (CD7),ppb,Annual Average 2019,,2019-01-01T00:00:00.000,643603
375,Nitrogen dioxide (NO2),Mean,CD,212,16.5,Williamsbridge and Baychester (CD12),ppb,Annual Average 2020,,2020-01-01T00:00:00.000,667657
375,Nitrogen dioxide (NO2),Mean,Borough,5,19.1,Staten Island,ppb,Winter 2012-13,,2012-12-01T00:00:00.000,179292
647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,UHF42,501,1.8,Port Richmond,Âµg/m3,2011,,2011-01-01T00:00:00.000,315676
375,Nitrogen dioxide (NO2),Mean,UHF34,205,25.4,Sunset Park,ppb,Winter 2014-15,,2014-12-01T00:00:00.000,336642
365,Fine particles (PM 2.5),Mean,UHF42,203,8.8,Bedford Stuyvesant - Crown Heights,mcg/m3,Annual Average 2013,,2012-12-01T00:00:00.000,178576
651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,UHF42,201,28.9,Greenpoint,"per 100,000 adults",2005-2007,,2005-01-01T00:00:00.000,130938
645,Annual vehicle miles traveled (trucks),Million miles,CD,406,4.3,Rego Park and Forest Hills (CD6),per square mile,2019,,2019-01-01T00:00:00.000,817320
659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),UHF42,406,20.7,Fresh Meadows,"per 100,000 adults",2009-2011,,2009-01-01T00:00:00.000,151512
365,Fine particles (PM 2.5),Mean,UHF42,309,10.5,Union Square - Lower East Side,mcg/m3,Winter 2014-15,,2014-12-01T00:00:00.000,334032
661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),UHF42,407,4.1,Southwest Queens,"per 100,000 adults",2009-2011,,2009-01-01T00:00:00.000,151609
375,Nitrogen dioxide (NO2),Mean,CD,207,17.3,Kingsbridge Heights and Bedford (CD7),ppb,Summer 2015,,2015-06-01T00:00:00.000,336776
386,Ozone (O3),Mean,CD,314,32.3,Flatbush and Midwood (CD14),ppb,Summer 2015,,2015-06-01T00:00:00.000,338286
386,Ozone (O3),Mean,UHF42,210,35.0,Coney Island - Sheepshead Bay,ppb,Summer 2015,,2015-06-01T00:00:00.000,338188
